ZipCode,ZipCode_Frequency
11236,0.006054394203036732
10940,0.005447487939800766
11717,0.005146785138680832
11434,0.00505877456274329
11706,0.00500193439911696
11207,0.004827746800907242
11208,0.004692063829670199
11368,0.004681062507678006
12550,0.0046388907733746
11212,0.004591218378075098
11226,0.0045215433387912115
10467,0.004343688633250763
10466,0.004193337232690795
11550,0.004127329300737639
11203,0.004083324012768868
11234,0.004072322690776675
11385,0.003978811453843037
10462,0.003940306826870362
10314,0.003855963358263551
10456,0.003830293606948435
10469,0.0037899554263103948
10701,0.0037037784040382187
11758,0.0035735960937972712
11757,0.003571762540131906
12601,0.003494753286186557
11003,0.0034855855178597293
11413,0.0034214111395719387
11772,0.003397574941922188
11746,0.003353569653953417
11233,0.0033278999026383005
11722,0.0033278999026383005
10453,0.003318732134311473
11704,0.0032967294903270875
10473,0.003294895936661722
11520,0.0032637255243505095
11221,0.0032435564340314894
12603,0.0032362222193700278
13440,0.003225220897377835
11373,0.0032032182533934493
11756,0.0031262089994481003
10452,0.0031060399091290803
14094,0.0030491997455027514
10457,0.0030180293331915384
12180,0.003012528672195442
10472,0.0029776911525534987
11412,0.0029740240452227674
11377,0.0029703569378920366
11779,0.0028933476839466876
10458,0.0028768457009583984
12590,0.0028401746276510895
10468,0.0028035035543437802
10029,0.002787001571355491
13021,0.0027760002493632985
10475,0.002768666034701837
11590,0.0027411627297213546
14075,0.002700824549083315
14609,0.002689823227091122
14215,0.0026879896734257566
14150,0.0026549857074491786
11580,0.0026494850464530823
10312,0.002636650170795524
10550,0.0026293159561340622
14224,0.0026219817414726
10306,0.002609146865815042
10461,0.002609146865815042
11967,0.002603646204818946
11206,0.0025944784364921184
11691,0.002579810007169195
11213,0.002577976453503829
10460,0.0025706422388423675
11510,0.0025578073631848095
11727,0.0025431389338618857
11435,0.002491799431231653
14225,0.002486298770235557
10451,0.0024661296799165368
14120,0.0024587954652550746
11420,0.0024532948042589784
10977,0.0024459605895975167
14624,0.0024441270359321513
11210,0.0024404599286014204
11422,0.002436792821270689
11763,0.002411123069955573
11784,0.0023854533186404565
11801,0.002345115138002417
11735,0.002345115138002417
11729,0.0023322802623448585
13502,0.0023176118330219347
11372,0.0022974427427029146
14580,0.0022846078670453566
10463,0.0022791072060492604
10465,0.002266272330391702
14621,0.0022589381157302403
11701,0.0022387690254112203
11553,0.0022241005960882965
11432,0.0022185999350922
12553,0.002209432166765373
11225,0.0022057650594346423
11720,0.0021947637374424493
12065,0.0021745946471234292
10459,0.0021525920031390438
11554,0.0021507584494736783
14612,0.002136090020150755
11710,0.002088417624851253
13501,0.0020829169638551565
10801,0.0020590807662054056
13760,0.00205724721254004
14701,0.0020535801052093093
11433,0.0020535801052093093
11776,0.0020260768002288276
10032,0.0020095748172405383
14606,0.002004074156244442
12401,0.0020022406025790767
14086,0.0020022406025790767
11787,0.0020022406025790767
11229,0.0019967399415829804
11214,0.001994906387917615
14616,0.0019857386195907874
12010,0.001980237958594691
10705,0.001974737297598595
11741,0.001967403082937133
14304,0.0019380662242912856
11793,0.0019380662242912856
10031,0.001930732009629824
11220,0.001930732009629824
11561,0.0019178971339722656
12303,0.0019068958119800728
11216,0.0019013951509839766
10704,0.0018977280436532457
12306,0.0018940609363225147
11429,0.0018940609363225147
13090,0.0018702247386727638
12901,0.0018647240776766675
11355,0.001859223416680571
14043,0.0018537227556844748
14221,0.0018518892020191093
10027,0.0018482220946883783
11419,0.0018482220946883783
10304,0.0018408878800269166
12533,0.0018078839140503384
13601,0.001806050360384973
10301,0.0017968825920581456
10455,0.001785881270065953
11040,0.001785881270065953
11235,0.001782214162735222
11901,0.0017730463944083947
14626,0.0017712128407430293
14127,0.0017638786260815674
11421,0.0017528773040893747
12205,0.0017510437504240093
11572,0.0017363753211010857
11365,0.0017363753211010857
11209,0.001718039784447431
14220,0.0017162062307820656
10305,0.0017125391234513348
11798,0.0017070384624552383
13126,0.001701537801459142
12020,0.0016960371404630456
10303,0.0016887029258015839
11223,0.001681368711140122
11230,0.0016740344964786603
13069,0.0016630331744864676
11369,0.001661199620821102
13027,0.0016556989598250057
10025,0.0016483647451635438
11566,0.0016465311914981783
10950,0.001641030530502082
11726,0.001641030530502082
11731,0.0016135272255216001
14227,0.0016098601181908693
11703,0.0016098601181908693
11743,0.0016080265645255038
10512,0.0015951916888679457
12078,0.0015896910278718492
11552,0.001576856152214291
11795,0.0015713554912181948
11423,0.0015695219375528294
10454,0.0015291837569147892
10541,0.0015273502032494238
14450,0.001523683095918693
10309,0.001520015988587962
12302,0.0015181824349225965
10710,0.0015145153275918657
11725,0.0015108482202611348
11378,0.0014980133446035764
12804,0.0014980133446035764
11010,0.001496179790938211
10562,0.0014925126836074802
11950,0.0014906791299421148
11418,0.0014888455762767493
12866,0.0014833449152806529
13205,0.0014815113616152874
10956,0.0014705100396230947
11375,0.0014631758249616328
11237,0.001459508717630902
11238,0.001459508717630902
12304,0.0014558416103001711
10002,0.0014540080566348057
13045,0.0014503409493040746
11417,0.0014485073956387092
11714,0.0014466738419733438
11542,0.001443006734642613
10566,0.0014411731809772475
11783,0.001435672519981151
10033,0.0014246711979889583
11411,0.0014228376443235929
10941,0.0014136698759967656
13208,0.0014136698759967656
14211,0.0014136698759967656
11379,0.0014118363223314001
11575,0.0014100027686660347
11224,0.0014063356613353039
11218,0.0014045021076699383
11414,0.001399001446673842
11762,0.0013953343393431111
14020,0.0013880001246816492
14206,0.0013843330173509184
10598,0.001382499463685553
10703,0.0013769988026894565
14207,0.001375165249024091
11738,0.0013714981416933602
14615,0.0013678310343626292
13206,0.0013659974806972638
10573,0.0013586632660358019
14850,0.0013403277293821474
11436,0.001338494175716782
11106,0.001338494175716782
11204,0.001334827068386051
14218,0.0013293264073899547
13088,0.0013219921927284928
12047,0.0013109908707363
12144,0.0013073237634055692
10954,0.0013054902097402038
11354,0.001298155995078742
13204,0.0012926553340826456
13212,0.0012834875657558183
10308,0.001281654012090453
12203,0.0012798204584250875
11563,0.001277986904759722
10039,0.0012706526900982602
13905,0.0012669855827675293
14424,0.0012651520291021637
12534,0.0012651520291021637
11357,0.0012633184754367983
10026,0.001257817814440702
12309,0.0012559842607753366
11951,0.0012541507071099712
11101,0.0012541507071099712
10310,0.00125048359977924
14217,0.001233981616790951
14226,0.001233981616790951
14223,0.0012321480631255857
10035,0.0012284809557948546
10040,0.0012101454191412002
10030,0.0012083118654758348
12189,0.0012064783118104691
11239,0.0012028112044797383
14617,0.0012009776508143729
11427,0.0012009776508143729
14611,0.001197310543483642
11105,0.0011954769898182764
11001,0.0011844756678260839
10009,0.00116980723850316
11754,0.0011624730238416984
11570,0.0011423039335226783
11102,0.0011368032725265818
11367,0.0011349697188612164
14623,0.001133136165195851
11953,0.0011276355041997547
11374,0.0011239683968690237
10591,0.0011221348432036583
10552,0.001116634182207562
11692,0.001116634182207562
11751,0.001112967074876831
11416,0.0010982986455539074
12206,0.0010946315382231765
14619,0.0010872973235617146
10302,0.0010872973235617146
10034,0.0010854637698963492
12208,0.0010854637698963492
12508,0.001079963108900253
11501,0.0010781295552348873
11211,0.0010762960015695219
11358,0.0010707953405734256
12586,0.0010707953405734256
12538,0.0010689617869080602
13039,0.0010634611259119637
14305,0.001052459803919771
14216,0.0010506262502544056
11356,0.0010506262502544056
12308,0.0010432920355929437
11949,0.0010414584819275782
14613,0.0010396249282622128
11730,0.0010396249282622128
14048,0.0010377913745968474
14845,0.001032290713600751
14210,0.001032290713600751
11788,0.001032290713600751
11581,0.0010304571599353855
14456,0.0010249564989392892
11103,0.0010249564989392892
13209,0.0010249564989392892
11370,0.0010194558379431928
13790,0.0010139551769470965
12524,0.0009974531939588075
11742,0.0009956196402934419
13207,0.000991952532962711
13662,0.0009901189792973456
12801,0.0009901189792973456
12477,0.0009882854256319802
11201,0.0009846183183012491
13901,0.0009827847646358837
14468,0.0009791176573051528
14072,0.0009772841036397874
11803,0.0009772841036397874
13903,0.0009754505499744219
11219,0.0009754505499744219
12839,0.0009717834426436911
14620,0.0009699498889783255
12528,0.0009662827816475947
11215,0.0009644492279822292
12182,0.0009626156743168637
11428,0.000955281459655402
11205,0.000955281459655402
11228,0.000955281459655402
14213,0.0009534479059900364
10509,0.0009534479059900364
12589,0.0009461136913285746
10037,0.0009406130303324783
12110,0.0009406130303324783
14420,0.0009406130303324783
14904,0.0009277781546749201
12118,0.0009259446010095547
13669,0.0009259446010095547
14513,0.0009222774936788237
